"id","obpp_situr_code","obpp_name","code","project_ids/display_name","description","subcategory_id/name","category_id/name","investment_sector_id/name","obpp_estado","obpp_municipio","obpp_parroquia","state","accountability_id/percent"
"__export__.sinco_project_48201","06-04-11-028-0002","EL ROBLE III","CCO-21-05-02-00023","PRODUCCIÓN LOCAL DE LA CRÍA DE POLLOS DE ENGORDE","El presente  proyecto tiene como finalidad la adquisiciòn de 1000 pollitos bb de engorde repartidos de manera equitativa entre  10 miembros de la comunidad del Roble, quienes en sus hogares destinaran para su crianza un espacio adecuado para tal fin. En una primera fase se destribuiran los pollos a cada participante una vez que se haya cumplido con todos los pasos de desinfeccion y adecuaciòn de los espacios donde se confinaràn los pollitos bb reacondicionados con sistema de ventilaciòn, luz artificial y natural, con envases de comederos y bebederos tradicionales. Asi mismo ya en su segunda fase para el sacrificio y distribuciòn de la carne, se ejecutarà de forma coordinada por todos los participantes, basado en primero que nada la  venta programada dentro de la misma comunidad a precios accesibles al consumidor y otra jornada a realizarse en las zonas mas bulnerables y a cielo abierto de la ciudad de Barinas, tambien a precios muy por debajo del mercado existente.","CRÍA Y ENGORDE DE AVES DE CORRAL","SISTEMAS AGROPECUARIOS","SOCIOPRODUCTIVOS","BARINAS","BARINAS","ALTO BARINAS","En evaluación",""
"__export__.sinco_project_48202","21-20-05-001-0012","CC BRISAS ANDINAS XXI","CCO-21-19-07-00026","MEJORAMIENTO Y REHABILITACION DEL TENDIDO ELECTRICO DEL SECTOR BRISAS ANDINA, PARROQUIA LA PUERTA, MUNICIPIO VALERA. EDO TRUJILLO.","CONSISTE EN MEJORAR Y REHABILITAR 4.500 ML, METROS LINEALES DEL TENDIDO ELÉCTRICO DEL ALUMBRADO PUBLICO, DONDE SE COLOCARAN POSTES DE BAJA Y ALTA TENSIÓN, LAMPARAS DE 220 VOLTIOS Y DOS BANCO DE TRANSFORMADOR, ESTO ES CON LA FINALIDAD DE ARREGLAR LAS FALLAS QUE PRESENTA EL SISTEMA ELÉCTRICOS PUBLICO DE LAS VIVIENDAS Y ALUMBRADO DE LA AVENIDAD Y CALLES.","REDES ELÉCTRICAS RURALES","ELECTRICIDAD","SERVICIOS PÚBLICOS","TRUJILLO","VALERA","LA PUERTA","En evaluación",""
"__export__.sinco_project_48209","14-12-04-001-0002","CAMPO DE ORO SECTOR SANTA JUANA","CCO-21-12-08-00022","Mejoramiento y Rehabilitación del Consultorio Médico Popular Tipo 2 ""César Albornoz""","Fundamentalmente se pretende reparar y cambiar  los Techos del Espacio Físico que comprenden el Consultorio y el Salón de Usos Múltiples ocasionado por el embate del tiempo y las manifestaciones naturales. El Embellecimiento de las áreas  Externas e internas, tales como pintura de las mismas, alumbrado y acondicionamiento.   ","BARRIO ADENTRO I","SALUD","SERVICIOS PÚBLICOS","MÉRIDA","LIBERTADOR","DOMINGO PEÑA","En evaluación",""
"__export__.sinco_project_48211","12-02-01-089-0000","SAN ANTONIO","CCO-21-10-14-00010","ADQUISICION DE UNA BOMBA SUMERGIBLE DE POZP PROFUNDO TRIFACICA DE 5 HP PARA EL CASERIO SAN ANTONIO PERTENECIENTE AL MUNICIPIO CHAGUARAMAS ESTADO GUARICO","ADQUISICION DE UNA BOMBA DE POZO PROFUNDO INCLUYENDO EL TABLERO DE 1 CONECTOR, EL BREKER, UN SELECTOR MANUAL YA QUE ESTE CASERIO TIENE MAS DE 10 AÑOS SIN L SERVICIO DEL AGUA.","POZOS PROFUNDOS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","CHAGUARAMAS","CHAGUARAMAS","En evaluación",""
"__export__.sinco_project_48212","11-24-01-001-0016","POZO AZUL","CCO-21-09-24-00032","ADQUISICION DE TANQUES DE ALMACENAMIENTO DE AGUA TIPO CONICO PARA LAS FAMILIAS DEL CONSEJO COMUNAL POZO AZUL, PARROQUIA URUMACO, MUNICIPIO URUMACO","PROCURA DE 47 TANQUES DE ALMACENAMIENTO DE AGUA TIPO CONICO DE 1500 LTS PARA EL BENEFICIO DE LAS FAMILIAS DEL C.C. POZO AZUL","TANQUES DE ALMACENAMIENTO","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","FALCÓN","URUMACO","URUMACO","En evaluación",""
"__export__.sinco_project_48213","C-URB-2018-07-0010","JESUS GALLARDO","COM-21-04-02-00002","REHABILITACIÓN DE POZO DE LA MEGA ALDEA EL MACARO","CON LOS RECURSOS SOLICITADOS VAMOS A REPARAR EL POZO, MOTOR, BOMBA, CABLEADO, TABLERO Y UN TRANSFORMADOR.","POZOS PROFUNDOS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA SAMÁN DE GÜERE","En evaluación",""
"__export__.sinco_project_48215","12-04-02-037-0000","medano alto i","CCO-21-10-15-00012","REHABILITACIÓN DE LA ESCUELA DE MÉDANO ALTO DEL SECTOR MEDANO ALTO I, MUNICIPIO SAN GERÓNIMO DE GUAYABAL"," La escuela del sector medano alto la hace falta la rehabilitacion, dicho plantel cuenta con 79 estudiantes de educación primaria, la prioridad es la rehabilitacion de techo, construcción de baños y embellecimiento de aula. Los estudiantes que se benefician del plantel son de los sectores de medano alto, rinconotes, guaritotal y las babas","EDUCACIÓN PRIMARIA","EDUCACIÓN","SERVICIOS PÚBLICOS","GUÁRICO","SAN GERÓNIMO DE GUAYABAL","CAZORLA","En evaluación",""
"__export__.sinco_project_48217","22-13-01-001-0004","RIO ABAJO","CCO-21-20-06-00005","Proyecto agricola de Fundacion de 29 Ha. de Cafe y 01 Ha. de tomate en la Comunidad de Rio Abajo Municipio Urachiche Estado Yaracuy ","Este Proyecto se encuentra enmarcado en el plan de desarrollo de la Comunidad a proposito de la necesidad imperante de los productores de la Comunidad de Rio Abajo, de promover la siembra de cafe como mecanismo para preservar el Ambiente, asi como tambien fortalecer la diversificacion de rubros en nuestra comunidad. asi es como nace la idea de fundar 29 Ha de cafe y 01 Ha. de tomate para satisfacer las necesidades de consumo de alimentos para la comunidad de rio abajo, asi como el ambito geografico de la Comuna Ali Primera y el resto del Municipio Urachiche, además de crear empleo y satisfacer las necesidades de la poblacion en busca del bienestar de los mismo","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","YARACUY","URACHICHE","URACHICHE","En evaluación",""
"__export__.sinco_project_48218","05-17-01-001-0050","PARCELAMIENTO 39/A (NO INDICA)","CCO-21-04-17-00057","CONTINUIDAD DEL PROYECTO DE BROCALES Y ACERAS","CONSTRUCCION DE BROCALES Y ACERAS EN LA COMUNIDAD PARCELAMIENTO 39-A","ACERAS, BROCALES, CUNETAS","VIALIDAD","SERVICIOS PÚBLICOS","ARAGUA","FRANCISCO LINARES ALCÁNTARA","SANTA RITA","En evaluación",""
"__export__.sinco_project_48219","05-02-01-001-0028","URDANETA (SIN NOMBRE COMERCIAL)","CCO-21-04-15-00006","cambio de iluminacion equipamiento caja de control","debido a la falta de iluminacion en el sector es necesario la adquisición de nuevas iluminaraias al igual que las de control para permitir la durabilidad de las luminarias ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ARAGUA","CAMATAGUA","CAMATAGUA","En evaluación",""
"__export__.sinco_project_48220","18-14-03-003-0001","CAÃO SECO","CCO-21-16-06-00002","AMPLIACIÓN DEL TENDIDO ELÉCTRICO ","SE AMPLIARA EL TENDIDO ELÉCTRICO EN UN SECTOR DE LA COMUNIDAD QUE CARECE DE ELECTRICIDAD, PARA ELLOS SE EXTENDERÁ 200ML DE ARVIDAL, SE COLOCARA 4 POSTE HEXAGONALES, 1 TRANSFORMADOR DE 25 KVA Y LOS RESPECTIVOS ACCESORIOS ELÉCTRICOS. ","REDES ELÉCTRICAS RURALES","ELECTRICIDAD","SERVICIOS PÚBLICOS","PORTUGUESA","PÁEZ","PAYARA","En evaluación",""
"__export__.sinco_project_48221","03-08-02-001-0095","VIRGEN DEL AMPARO II","CCO-21-02-13-00016","Embaulamiento y construcción de muro de contención","Con el presente proyecto se plantea dar solución a la problemática existente en la comunidad desde hace ya varios años y que se agrava con el pasar de los mismos, la cual se trata de el mal estado y continuo deterioro de la única entrada que existe hacia dos comunidades lo cual afecta directamente el estilo de vida de toda la población involucrada. 
Este proyecto se basa en la construcción de un muro de contención el cual evite el desmoronamiento del terreno que sostiene y/o sostendrá el pavimento a colocar, junto a un embaulamiento o canal que permita redirigir el agua de las lluvias provenientes de tres comunidades aledañas, y cuyo caudal en cada invierno amenaza con la destrucción total de dicha entrada.
Se pretende ejecutar el proyecto en varias etapas generales, como son adecuación del terreno sobre el cual ira el muro de contención, luego la construcción de dicho muro, siguiendo con el movimiento de tierras y adecuación del terreno sobre el cual colocaremos el pavimento, construcción del canal y pavimento en uno de los canales de la entrada pudiendo permitir el transito parcial hacia y fuera de la comunidad por medio del canal sobrante, y finalizando con la construcción del canal faltante cuando se pueda transitar por el canal ya construido.","PAVIMENTO RÍGIDO","VIALIDAD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","JUAN ANTONIO SOTILLO","POZUELOS","En evaluación",""
"__export__.sinco_project_48223","08-03-02-001-0015","LOS AZULES DEL NORTE","CCO-21-07-03-00006","REHABILITACION Y MEJORAS DEL SISTEMA DE ALUMBRADO PUBLICO DE LAS AVENIDAS HENRI PITTIER Y CALLE GIRARDOT DEL SECTOR LAS BRISAS. PARROQUIA MARIARA MUNICIPIO DIEGO IBARRA ESTADO CARABOBO","LAS CALLES HENRI PITTIER Y 2DA TRANSVERSAL DEL SECTOR LAS BRISAS SE ENCUENTRAN TOTALMENTE A OSCURAS POR LO QUE SE PLANTEA LA EJECUION DE ESTE PROYECTO QUE PLANTEA LA SUSTITUCION DE 50 LUMINARIAS OBSOLETAS POR 50 LAMPARAS TIPO LED DE 150 WATTS TRABAJOS QUE COMPRENDEN ADEMAS CABLEADO DE LAS LAMPARAS, COLOCACION DE 2 CAJAS DE CONTROL DE ALUMBRADO PUBLICO PARA GARANTIZAR EL ENCENDIDO Y ASI LA DRABILIDAD DE LAS LAMPARAS,  PINTADO Y REHABILITACION DE POSTES CON PINTURA DE ALUMINIO Y PINTURA ESMALTE NEGRA, RETENSADO DE ARVIDAL, PODAS DE ARBOLES, TRABAJOS QUE SE REALIZARIAN CON SUPERVISION DE COORPOELEC, ADEMAS SE REALIZARIA LA CONSTRUCCION DE 150 METROS LINEALES DE ACERAS Y COLOCACION DE PINTURA DE TRAFICO AMARILLA EN BROCALES PARA EMBELICIENTO DE LAS AVENIDAS INTERVENIDAS","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","CARABOBO","DIEGO IBARRA","URBANA MARIARA","En evaluación",""
"__export__.sinco_project_48225","08-03-01-001-0019","SAN JUAN BAUTISTA FRANCISCO DE MIRANDA","CCO-21-07-03-00007","MEJORAS DEL SISTEMA DE ALUMBRADO PUBLICO DE LAS CALLES LOS SAMANES, GIRASOLES, OLIVOS Y EL ROSAL PARROQUIA MARIARA MUNICIPIO DIEGO IBARRA ESTADO CARABOBO.","Deficiencias en el Sistema de Alumbrado Publico debido a su antiguedad en las Calles Los Samanes, Girasoles, Olivos y el Rosal, colocación de Lámparas Nuevas tipo Led de 100 Watts, Cajas de Control de Alumbrado Publico, Rehabilitación y pintura de Postes que se encuentran oxidadas","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","CARABOBO","DIEGO IBARRA","URBANA AGUAS CALIENTES","En evaluación",""
"__export__.sinco_project_48227","CC-RUR-2017-04-00002","FABRICIO OJEDA","CCO-21-18-02-00007","construccion pavimento rigido de la colectora 20","este proyecto se desea realizar para el mejor la calidad de vida de las personas e nuestra comunidad ya que la via de acceso esta muy deteriorada y en momentos de lluvia se pone muy dificil el salir y entrar a ella ","PAVIMENTO RÍGIDO","VIALIDAD","SERVICIOS PÚBLICOS","TÁCHIRA","BOLÍVAR","BOLÍVAR","En evaluación",""
"__export__.sinco_project_48229","22-04-01-001-0037","SANTA TERESA","CCO-21-20-10-00011","Rehabilitación del Alumbrado  del Estacionamiento y Pasillos del Sector Santa Teresa del Municipio Cocorote Estado Yaracuy.","El sector de santa teresa cuenta con 5 torres de edificios, los cuales se encuentras a oscuras debido al deterioro de sus postes y lamparas quemadas ,mediante este proyecto se rehabilitaran,30 postes en cuanto al sistema de luz con el cambio de lamparas y se sustituirán   40 lamparas de los pasillos de 2 torres por lamparas led,de esta manera se le dará el alumbrado a  un 70%en la comunidad beneficiando a una poblacion aproximada de 120 familias con un total 436 habitantes brindando así la seguridad y minimizar el vandalismo en la zona.","SUSTITUCIÓN DE BOMBILLOS PARA ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","YARACUY","COCOROTE","COCOROTE","En evaluación",""
"__export__.sinco_project_48230","05-17-01-001-0012","JOSE ANTONIO PAEZ II (SIN NOMBRE COMERCIAL)","CCO-21-04-17-00058","SUSTITUCION DE TUBERIAS DE AGUAS SERVIDAS ","Colapso de tuberías de aguas servidas en la calle Santa Rita.","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","ARAGUA","FRANCISCO LINARES ALCÁNTARA","SANTA RITA","En evaluación",""
"__export__.sinco_project_48231","18-08-04-001-0004","EL MAMON (NO INDICA)","CCO-21-16-06-00003","ADQUISICION DE TANQUE DE AGUA PARA HABITANTE DE LA  COMUNIDAD DE EL MAMÓN PARROQUIA RAMON PERAZA DEL MUNICIPIO PAEZ ESTADO PORTUGUESA","A CAUSA DEL DESABASTECIMIENTO DE AGUA PRETENDEMOS ADQUIRIR  50 TANQUE CON TAPA DE AGUA DE 1.000 LT PARA NUESTROS HABITANTE DEL SECTOR ANTE MENCIONADO.","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","PORTUGUESA","PÁEZ","RAMÓN PERAZA","En evaluación",""
"__export__.sinco_project_48232","04-07-02-001-0007","LA PICA","CCO-21-03-06-00014","Engranzonado de via agricola","El proyecto consiste en la rehabilitacion de 1.5 km de vialidad agricola en el sector La Pica, ya que se encuentra en mal estado y en la temporada del invierno se hace dificil sacar la produccion ya que es una zona productiva. se estarian beneficiando 100 familias","CARRETERAS ENGRANZONADAS","VIALIDAD","SERVICIOS PÚBLICOS","APURE","SAN FERNANDO","EL RECREO","En evaluación",""
"__export__.sinco_project_48234","14-06-05-001-0007","SILENCIO BAJO (NO INDICA)","CCO-21-12-04-00008","mejoramiento de la electricidad publica del sector las cruces los naranjos de la parroquia jaji del municipio campo elias","los sectoreas las cruces los naranjos hasta la parroquia jaji del municipio campo elias del estado merida, son sectores que estan a oscuras, ya que todo el alumbrado publico se encuentra deteriorado, por falta de mantenimiento desde hace mas de 40 años, es por ello que como pueblo organizado en en el consejo comunal aprobamos el proyecto para mejorar la electricidad y dar un servicio de calidad a nuestros habitantes que beneficiara a mas de 3mil personas de la parroquia, ademas de ello se puede dar mejor aspecto ya que es un pueblo turistico","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","MÉRIDA","CAMPO ELÍAS","JAJÍ","En evaluación",""
"__export__.sinco_project_48238","22-04-01-001-0041","SAN JACINTO I","CCO-21-20-10-00012","Rehabilitación de red de aguas servidas para 9 viviendas del sector San Jacinto 1, Municipio Cocorote, Estado Yaracuy.","La propuesta consta de la rehabilitación de 9 empotramientos domiciliarios con sus respectivos cachimbos y con conexión al colector principal de aguas servidas mediante tuberías de P.V.C de 160MM , para así orientar de manera adecuada las descargas de aguas negras hacia la red ya establecida. Para contribuir al mejoramiento de la calidad de vida de los habitantes de la comunidad de San Jacinto I y por ende el aumento de la productividad y el desarrollo socio-económico del municipio Cocorote del Estado Yaracuy.","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","YARACUY","COCOROTE","COCOROTE","En evaluación",""
"__export__.sinco_project_48241","CC-URB-2014-04-00001","COLINAS UNIDOS","CCO-21-18-02-00008","Ampliación de la red electrica de la via principal con calle 4 de la comunidad colinas de la frontera","alumbrado publico de la via principal con calle 4 ya que se encuentra a oscuras la entrada principal, esto con el fin de mejorar y ayudar a la comunidad en beneficios de nosotros","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","TÁCHIRA","BOLÍVAR","BOLÍVAR","En evaluación",""
"__export__.sinco_project_48242","21-09-04-001-0008","PILOTO I II III (SIN NOMBRE COMERCIAL)","CCO-21-19-19-00004","MEJORAMIENTO Y REHABILITACION DEL TENDIDO ELECTRICO DEL ALUMBRADO PUBLICO Y RESIDENCIAL, EN EL SECTOR PILOTO I.II.II, PARROQUIA TRES DE FEBRERO, MUNICIPIO LA CEIBA, ESTADO TRUJILLO.","CONSISTE EN MEJORAR Y REHABILITAR 2000 ML, METROS LINEALES DEL TENDIDO ELÉCTRICO DEL ALUMBRADO PUBLICO, DONDE SE COLOCARAN POSTES DE BAJA Y ALTA TENSIÓN, LAMPARAS DE 220 VOLTIOS Y UN BANCO DE TRANSFORMADOR, ESTO ES CON LA FINALIDAD DE ARREGLAR LAS FALLAS QUE PRESENTA EL SISTEMA ELÉCTRICOS PUBLICO DE LAS VIVIENDAS Y ALUMBRADO PUBLICO.","REDES ELÉCTRICAS URBANAS","ELECTRICIDAD","SERVICIOS PÚBLICOS","TRUJILLO","LA CEIBA","TRES DE FEBRERO","En evaluación",""
"__export__.sinco_project_48243","05-06-01-001-0040","SECTOR SIMON BOLIVAR DE SABANETA (SIN NOMBRE COMERCIAL)","CCO-21-04-16-00018","sustitucion de tuberia de la red de cloacas","colapso de la cloaca ubicada en la calle alberto carnivalle por derrumbe requiere la sustitucion de 60 m de tuberias de cemento por pvc de 12 pulgadas ","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","ARAGUA","JOSÉ RAFAEL REVENGA","JOSÉ RAFAEL REVENGA","En evaluación",""
"__export__.sinco_project_48244","15-05-01-001-0013","LA NUEVA TRINIDAD","CCO-21-13-20-00001","Reparación del alumbrado publico","Con el siguiente proyecto  realizaremos  reparaciones de lamparas,  foto células, bombillos, también se cambiaran algunos postes que se encuentran en mal estado. ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","MIRANDA","BUROZ","MAMPORAL","En evaluación",""
"__export__.sinco_project_48245","05-06-01-001-0007","SECTOR PUNTO FIJO","CCO-21-04-16-00019","construccion de una estacion de rebombeo","debido a la escasez de agua en el sector punto fijo se requiere la contruccion de una estacion de rebombeo que albergara un tanque de agua de al menos 175 mil litros de agua potable para el uso y consumo de este sector, para este proyecto ya se tiene la bomba de agua que impulsara el sistema de agua potable ","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","ARAGUA","JOSÉ RAFAEL REVENGA","JOSÉ RAFAEL REVENGA","En evaluación",""
"__export__.sinco_project_48246","05-11-01-001-0026","BAHIA DE CHUAO","CCO-21-04-02-00063","Rehabilitacion del Sistema de Agua Potable","Instalacion del sistema de agua potable para lo que se requiere adquisicion de mangueras de alta presion de agua potable de 4"" (4000 metros) instalacion de la misma para la rehabilitcion y puesta en marcha del sistema de agua de la comunidad de de Bahia de Chuao ubicada en la parroquia chuao del municipio Santiago Mariño Edo Aragua","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","SANTIAGO MARIÑO","En evaluación",""
"__export__.sinco_project_48248","05-11-05-001-0008","VILLA EL ROSAL","CCO-21-04-02-00065","REHABILITACIÓN DE LA CANCHA DE USOS MÚLTIPLES","Con el proyecto se va a rehabilitar, piso, iluminación, gradería y pintura.","CANCHAS DE USOS MÚLTIPLES AL AIRE LIBRE","DEPORTE","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA ALFREDO PACHECO MIRANDA","En evaluación",""
"__export__.sinco_project_48249","21-16-04-001-0011","JOSE GREGORIO HERNANDEZ","CCO-21-19-13-00010","MEJORAMIENTO DEL SISTEMA ELÉCTRICO Y ALUMBRADO DEL SECTOR EL NAZARET, MESETAS DE CHIMPIRE, PARROQUIA JOSÉ LEONARDO SUAREZ DEL MUNICIPIO SAN RAFAEL DE CARVAJAL","El proyecto del Mejoramiento del servicio electrico del Sector El Nazareth, beneficiara a 213 habitantes de nuestra comunidad, ya que dicho sector no cuenta con alumbrado ni buen voltaje debido a que los mismo no cuenta con poste ni guayas adecuadas para brindar un buen servicio.  ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","TRUJILLO","SAN RAFAEL DE CARVAJAL","JOSÉ LEONARDO SUÁREZ","En evaluación",""
"__export__.sinco_project_48251","05-11-02-001-0025","LA ORQUIDEA","CCO-21-04-02-00066","REHABILITACION Y EMBELLECIMIENTO DEL CONSULTORIO MEDICO POPULAR: BARRIO ADENTRO PARA LA ATENCION A LA VIDA, EN BENEFICIO DE 8 COMUNIDADES","REHABILITACION INTERNA Y EXTERNA DE FACHADA, PAREDES, PUERTAS, VENTANAS, POCETAS, LAVAMANOS, SUSTITUCION DEL SISTEMA ELECTRICO, LUMINARIAS, EMBELLECIMIENTO INTERNO Y EXTERNO","BARRIO ADENTRO I","SALUD","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA ARÉVALO APONTE","En evaluación",""
"__export__.sinco_project_48252","05-17-01-001-0004","PRADOS DEL SUR I","CCO-21-04-17-00059","falta de alumbrado publico","sustitución e instalación del alumbrado","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ARAGUA","FRANCISCO LINARES ALCÁNTARA","SANTA RITA","En evaluación",""
"__export__.sinco_project_48256","05-11-03-001-0001","LUCHADORES DE LA CHIVERA CHUAO","CCO-21-04-02-00068","Rehabilitacion del Sistema de Distribucion de Agua Potable","adquisicion de rollos de manguera para distribucion  de agua potable ","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA CHUAO","En evaluación",""
"__export__.sinco_project_48257","05-06-01-011-0002","CC MOROCOPO ALTO","CCO-21-04-16-00021","activacion del campo productivo sector morocopo","zona agricola improductiva por la falta de semillas, insumos, maquinarias, y transporte. se requiere adquirir diferentes tipos de  semillas, fertilizantes, pesticidas, palas asperjadores, desmalezadora, escardillas, machetes","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","ARAGUA","JOSÉ RAFAEL REVENGA","JOSÉ RAFAEL REVENGA","En evaluación",""
"__export__.sinco_project_48258","CC-URB-2017-06-00027","7 DE OCTUBRE","CCO-21-04-17-00060","REHABILITACION DEL ALUMBRADO PUBLICO","DETERIORO DE LAS LINEAS Y DEFICIENCIA DEL ALUMBRADO PUBLICO ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ARAGUA","FRANCISCO LINARES ALCÁNTARA","SANTA RITA","En evaluación",""
"__export__.sinco_project_48262","05-17-01-001-0080","COROPO II","CCO-21-04-17-00061","REHABILITACION DEL ALUMBRADO PUBLICO I ETAPA","DIFICIENCIA DEL ALUMBRADO PUBLICO EN EL SECTOR COROPO II ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ARAGUA","FRANCISCO LINARES ALCÁNTARA","SANTA RITA","En evaluación",""
"__export__.sinco_project_48263","05-11-05-P84-0004","ROSALES DE SAN JOAQUIN PARCELA 16 EL TIERRAL","CCO-21-04-02-00069","REHABILITACIÓN DEL SISTEMA ELÉCTRICO Y ALUMBRADO DE LA COMUNIDAD","EL PROYECTO CONSISTE EN LA REHABILITACIÓN DEL ALUMBRADO ELÉCTRICO CON REPARACIÓN Y SUSTITUCIÓN DE LAMPARAS.","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA ALFREDO PACHECO MIRANDA","En evaluación",""
"__export__.sinco_project_48264","04-07-02-001-0005","LAS DELICIAS (SIN NOMBRE COMERCIAL)","CCO-21-03-06-00015","Deterioro del alumbrado publico","El proyecto consiste en la rehabilitación del alumbrado publico de la comunidad Las Delicias ya que se encuentra en su mayoria de las calles sin este servicio, se estarían beneficiando 349 familias.","SUSTITUCIÓN DE BOMBILLOS PARA ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","APURE","SAN FERNANDO","EL RECREO","En evaluación",""
"__export__.sinco_project_48268","05-11-05-001-0001","TRIUNFADORES 14 DE ABRIL","CCO-21-04-02-00070","REHABILITACIÓN DEL ALUMBRADO PUBLICO EN MISIÓN CRISTO","el proyecto consiste en la rehabilitación del alumbrado publico de la comunidad de Misión Cristo, con la incorporación de lámparas, postes y cable arvidal.","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA ALFREDO PACHECO MIRANDA","En evaluación",""
"__export__.sinco_project_48270","04-07-02-001-0023","VISTA HERMOSA","CCO-21-03-06-00016","Levantamiento y engranzonado de las calles","Este proyecto consiste en 1km de levantamiento y engranzonado de las calles de la comunidad Vista Hermosa ya que es una zona productiva donde sacan varios tipos de rubros y las vias se encuentra en malas condiciones y se le dificulta a los productores sacar sus cosechas, se estarían beneficiando 73 familias","CARRETERAS ENGRANZONADAS","VIALIDAD","SERVICIOS PÚBLICOS","APURE","SAN FERNANDO","EL RECREO","En evaluación",""
"__export__.sinco_project_48271","05-11-02-M21-0019","LUZ Y VIDA","CCO-21-04-02-00071","REHABILITACIÓN Y EMBELLECIMIENTO DEL CONSULTORIO MEDICO POPULAR BARRIO ADENTRO, PARA LA ATENCION DE LA VIDA.","Rehabilitacón y enbellecimiento de las áreas internas y externas, friso de paredes, remodelación y divición del baño, demas áreas del consultorio Tipo I Barrio Adentro de la Comunidad Luz y Vida, en la Parroquia Pedro Árevalo Aponte, Municipio Santiago Mariño, Estado Aragua. ","BARRIO ADENTRO I","SALUD","SERVICIOS PÚBLICOS","ARAGUA","SANTIAGO MARIÑO","NO URBANA ARÉVALO APONTE","En evaluación",""
"__export__.sinco_project_48273","01-01-13-001-0006","PARCELAMIENTO LA FE","CCO-21-01-01-00026","REMODELACION Y EMBELLECIMIENTO DE LA CASA COMUNAL PARCELAMIENTO LA FE, ENMARCADO EN LA MISION VENEZUELA BELLA EL CUAL FUNCIONARA COMO BASE DE MISIONES","CULMINACION DE LA CASA COMUNAL PARCELAMIENTO LA FE, EN CUANTO A FLIZOS, PISOS, VENTANAS, PUERTAS, EMPOTRAMIENTO DE AGUAS SERVIDAS Y AGUAS BLANCAS","CASAS COMUNALES","CULTURA","SERVICIOS PÚBLICOS","DISTRITO CAPITAL","LIBERTADOR","MACARAO","En evaluación",""
